item_0,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,item_21,item_22,item_23,item_24,item_25,item_26,item_27,item_28,item_29,item_30,item_31,item_32,item_33,item_34,item_35,item_36,item_37,item_38,item_39,item_40,item_41,item_42,item_43,item_44,item_45,item_46,item_47,item_48
42721,1,430,30.1,4.1,0,0,0,20,0,330.7,0,0,13,10,153.8,0,0,42,0,61.5,0,0,17,0,31,0,34.2,0,32,137,897,56.22,29.81,41.21,9.9,7.81,87.03,69,0.35,89.7,17.54,30.1,4.17,328.6,153.8,61.5,31,34.2
42721,2,430,30.1,4.17,0,0,4,16,10,328.6,0,0,21,6,153.8,0,0,38,10,61.5,0,0,16,8,31,0,34.2,0,77,331,897,56.63,29.77,41.15,9.89,7.8,86.88,69,0.36,89.7,17.53,30.1,4.18,334.8,153.8,61.5,31,34.2
42721,3,430,30.1,4.18,0,0,4,19,0,334.8,0,0,22,0,153.8,0,0,40,0,61.5,0,0,21,0,31,0,34.2,0,72,364,897,56.36,29.76,41.27,9.92,7.82,87.14,69,0.36,89.7,17.51,29.9,4.07,331.4,146.6,60.4,32,34.2
42723,1,430,29.9,4.07,0,0,0,15,0,331.4,0,0,20,0,146.6,0,0,35,0,60.4,0,4.8,20,0,32,0,34.2,0,52,327,897,56.08,29.74,41.5,9.97,7.88,87.04,69,0.36,89.7,17.52,30.1,4.09,341.1,146.6,60.4,32,34
42723,2,430,30.1,4.09,0,0,0,12,10,341.1,0,0,17,0,146.6,0,0,32,13,60.4,0,0,19,0,32,0,34,0,56,321,897,56.09,29.77,41.35,9.93,7.88,86.93,69,0.36,89.7,17.52,30,4.06,334.2,146.6,60.4,32,34
42723,3,430,30,4.06,0,0,0,16,10,334.2,0,0,13,10,146.6,0,0,36,20,60.4,0,0,17,5,32,0,34,0,60,349,897,55.58,29.71,41.4,9.95,7.88,87.03,69,0.36,89.7,17.53,30,4.07,329.7,155.2,64.7,32,34
42724,1,430,30,4.07,0,0,0,20,0,329.7,0,0,18,0,155.2,0,0,48,0,64.7,8,0,18,0,32,0,34,0,68,324,897,56.62,29.79,41.26,9.92,7.88,86.86,69,0.35,89.7,17.53,30,4.05,334.7,155.2,64.7,32,34.7
42724,2,430,30,4.05,0,0,0,14,10,334.7,0,1.2,13,10,155.2,0,0,40,0,64.7,4,0,17,0,32,0,34.7,0,68,337,897,56.5,29.71,41.29,9.92,7.9,86.77,69,0.35,89.7,17.53,30,4.03,337.4,155.2,64.7,32,34.7
42724,3,430,30,4.03,0,0,0,18,10,337.4,0,0,19,10,155.2,0,0,32,20,64.7,0,0,16,0,32,0,34.7,0,16,103,897,55.9,29.86,41.52,9.98,7.95,87.03,69,0.36,89.7,17.5,30,4,335.7,154,61.4,32,34.7
42725,1,430,30,4,0,0,0,20,0,335.7,0,0,24,0,154,0,0,42,0,61.4,0,0,15,0,32,0,34.7,0,56,338,897,55.72,29.73,41.44,9.96,7.92,87.11,69,0.35,89.7,17.54,30.1,4.08,337.7,154,61.4,32,34.7
42725,2,430,30.1,4.08,0,0,0,12,10,337.7,0,0,18,0,154,0,0,34,0,61.4,0,0,12,0,32,0,34.7,0,55,312,897,56.65,29.8,41.43,9.95,7.94,86.66,69,0.35,89.7,17.55,30,4.02,327.3,154,61.4,32,34.6
42725,3,430,30,4.02,0,0,0,17,10,327.3,0,0,15,10,154,0,0,27,20,61.4,0,0,10,5,32,0,34.6,0,64,360,897,56.08,29.76,41.42,9.95,7.94,86.78,69,0.36,89.7,17.54,30,4.02,334.9,155.4,61.7,32,34.6
42726,1,430,30,4.02,0,0,0,25,0,334.9,0,0,24,0,155.4,0,0,46,0,61.7,0,0,15,0,32,0,34.6,0,71,361,897,56.16,29.72,41.29,9.92,7.92,86.88,69,0.37,89.7,17.5,29.9,4.05,340.5,155.4,61.7,32,34.4
42726,2,430,29.9,4.05,0,0,0,19,10,340.5,0,0,19,0,155.4,0,0,38,15,61.7,0,0,13,0,32,0,34.4,0,88,365,897,56.02,29.8,40.97,9.86,7.92,87.15,69,0.37,89.7,17.51,30,4.06,328.1,155.4,61.7,32,34.4
42726,3,430,30,4.06,0,0,0,23,0,328.1,0,0,15,10,155.4,0,0,44,0,61.7,0,0,11,10,32,0,34.4,0,52,216,897,56.15,29.8,41.1,9.88,7.88,87.34,69,0.36,89.7,17.51,29.9,4,334,153.7,62,32,34.4
42727,1,430,29.9,4,0,0,0,16,10,334,0,0,20,0,153.7,0,0,36,10,62,0,0,21,6,32,0,34.4,0,20,64,897,55.47,29.77,41.04,9.86,7.75,87.45,69,0.35,89.7,24.62,30,3.98,330.9,153.7,62,32,34.5
42727,2,430,30,3.98,0,0,0,15,10,330.9,0,0,16,10,153.7,0,0,38,0,62,0,0,24,0,32,0,34.5,0,84,361,897,55.59,29.78,41.13,9.89,7.82,87.2,69,0.36,89.7,17.53,30,3.93,338.1,153.7,62,32,34.5
42727,3,430,30,3.93,0,0,0,22,10,338.1,0,0,20,0,153.7,0,0,28,20,62,0,0,22,0,32,0,34.5,0,56,342,897,55.76,29.85,41.44,9.97,7.86,87.36,69,0.36,89.7,17.53,30,4,331.6,156.9,60.8,32,34.5
42730,1,430,30,4,0,0,0,25,0,331.6,0,0,17,0,156.9,0,0,44,0,60.8,0,0,20,0,32,0,34.5,0,76,360,897,56.08,29.79,41.2,9.91,7.85,87.32,69,0.36,89.7,17.53,30,4.06,316.2,156.9,60.8,32,34.7
42730,2,430,30,4.06,0,0,0,24,8,316.2,0,0,15,10,156.9,0,0,40,0,60.8,0,3.9,20,0,32,0,34.7,0,79,352,897,55.87,29.76,41.13,9.89,7.83,87.37,69,0.36,89.7,17.53,29.9,3.95,336.9,156.9,60.8,32,34.7
42730,3,430,29.9,3.95,0,0,0,25,5,336.9,0,0,21,8,156.9,0,0,32,15,60.8,0,0,17,9,32,0,34.7,0,68,348,897,55.43,29.76,41.29,9.93,7.86,87.52,69,0.37,89.7,17.52,30,4,323.5,156.9,63,32,34.7
42731,1,430,30,4,0,0,0,24,0,323.5,0,1.4,24,0,156.9,0,0,42,0,63,0,0,24,0,32,0,34.7,0,79,352,897,55.66,29.78,41.11,9.89,7.85,87.58,69,0.36,89.7,17.52,30.1,4,331.4,156.9,63,32,34.9
42731,2,430,30.1,4,0,0,0,17,10,331.4,0,0,17,10,156.9,0,0,32,10,63,0,0,21,0,32,0,34.9,0,67,351,897,55.65,29.72,41.28,9.93,7.87,87.65,69,0.37,89.7,17.51,30.1,3.93,335.5,156.9,63,32,34.9
42731,3,430,30.1,3.93,3,3,0,20,7,335.5,0,0,23,0,156.9,0,0,34,15,63,0,0,19,0,32,0,34.9,0,20,142,897,55.22,29.68,41.53,9.99,7.87,87.89,69,0.37,89.7,17.5,30.1,4.01,335.5,153,63.5,32,34.9
42732,1,430,30.1,4.01,0,0,0,23,0,335.5,0,0,19,0,153,0,0,42,0,63.5,6,0,17,0,32,0,34.9,0,8,74,897,54.86,30.48,41.76,10.05,7.94,85.31,69,0.36,89.7,26.66,30.1,4.03,362.4,153,63.5,32,34.9
42732,2,430,30.1,4.03,0,0,0,16,0,362.4,0,0,13,10,153,0,0,33,20,63.5,8,0,16,0,32,0,34.9,0,73,309,897,55.72,30.56,41.07,9.88,7.79,85.35,69,0.34,89.7,17.5,30.1,3.96,335.1,153,63.5,32,34.9
42732,3,430,30.1,3.96,0,0,0,10,17,335.1,0,0,19,0,153,0,0,46,0,63.5,8,0,16,0,32,0,34.9,0,74,356,897,55.89,30.63,41.18,9.91,7.83,85.36,69,0.34,89.7,17.51,31.2,4.11,342,158.1,64.5,33.5,34.9
42740,1,430,31.2,4.11,0,0,0,19.5,9,342,0,0,17,0,158.1,0,0,42,0,64.5,8,0,16,0,33.5,0,34.9,0,63,351,897,55.73,30.36,41.34,9.94,7.86,85.21,69,0.35,89.7,17.5,30.1,4.24,336.5,158.1,64.5,33.5,34.2
42740,2,430,30.1,4.24,0,0,4,25,0,336.5,0,0,16,10,158.1,0,0,40,0,64.5,0,0,16,0,33.5,0,34.2,0,63,300,897,55.84,30.73,41.19,9.91,7.87,85.14,69,0.35,89.7,17.51,30.2,4.12,338.4,158.1,64.5,33.5,34.2
42740,3,430,30.2,4.12,0,0,0,21,10,338.4,0,0,21,0,158.1,0,0,32,15,64.5,0,0,14,0,33.5,0,34.2,0,36,196,897,55.63,30.56,41.32,9.94,7.89,85.27,69,0.33,89.7,17.5,30.2,4.13,331.1,147.6,61.4,33.5,34.2
42741,1,430,30.2,4.13,0,0,0,24,0,331.1,0,0,16,0,147.6,0,0,38,0,61.4,0,0,11,0,33.5,0,34.2,0,16,98,897,55.6,30.18,41.62,10.01,7.81,85.05,69,0.37,89.7,17.51,30.2,4.23,338.9,147.6,61.4,33.5,34.4
42741,2,430,30.2,4.23,0,0,4,17,10,338.9,0,0,11,10,147.6,0,0,30,26,61.4,0,0,9,15,33.5,0,34.4,0,75,345,897,56.03,30.12,41.17,9.9,7.8,84.95,69,0.36,89.7,17.51,30.2,4.09,327.2,147.6,61.4,33.5,34.4
42741,3,430,30.2,4.09,0,0,0,21,9,327.2,0,0,17,0,147.6,0,0,48,0,61.4,0,0,22,0,33.5,0,34.4,0,68,334,897,55.71,30.03,41.23,9.92,7.83,85.02,69,0.34,89.7,17.51,30,4.16,345.5,149.2,60.9,33,34.4
42744,1,430,30,4.16,0,0,4,25,0,345.5,0,0,15,10,149.2,0,0,42,10,60.9,0,3.7,21,0,33,0,34.4,0,62,335,897,55.74,30.08,41.3,9.93,7.87,84.99,69,0.35,89.7,17.5,30.2,4.12,341.8,149.2,60.9,33,34.2
42744,2,430,30.2,4.12,0,0,0,22,0,341.8,0,0,24,0,149.2,0,0,46,0,60.9,0,0,20,0,33,0,34.2,0,48,266,897,55.94,30.11,41.36,9.94,7.88,85.03,69,0.36,89.7,17.5,30.2,4.15,325.6,149.2,60.9,33,34.2
42744,3,430,30.2,4.15,0,0,4,15,10,325.6,0,0,18,10,149.2,0,0,38,10,60.9,0,0,18,5,33,0,34.2,0,68,366,897,55.67,30.08,41.3,9.93,7.87,85.26,69,0.34,89.7,17.5,30.1,4.05,330.4,153.5,62.2,33,34.2
42745,1,430,30.1,4.05,0,0,0,19,0,330.4,0,0,23,0,153.5,0,0,40,0,62.2,0,0,20,0,33,0,34.2,0,71,347,897,55.56,30.05,41.09,9.89,7.83,85.27,69,0.35,89.7,17.5,30.2,4.04,347,153.5,62.2,33,34.1
42745,2,430,30.2,4.04,0,0,0,12,11,347,0,0,18,0,153.5,0,0,42,15,62.2,0,0,18,0,33,0,34.1,0,64,353,897,55.54,29.95,41.32,9.94,7.88,85.29,69,0.34,89.7,17.5,30.2,4.04,323.2,153.5,62.2,33,34.1
42745,3,430,30.2,4.04,0,0,0,16,10,323.2,0,0,13,10,153.5,0,0,38,10,62.2,0,0,15,10,33,0,34.1,0,60,337,897,55.95,30.02,41.34,9.94,7.89,85.35,69,0.35,89.7,17.51,30.2,4.01,329.8,153.3,62.8,33,34.1
42746,1,430,30.2,4.01,0,0,0,19,10,329.8,0,1.2,18,0,153.3,0,0,40,0,62.8,0,0,23,0,33,0,34.1,0,64,293,897,55.53,29.95,41.14,9.9,7.85,85.28,69,0.35,89.7,17.5,30.2,4.11,336,153.3,62.8,33,34.3
42746,2,430,30.2,4.11,0,0,0,23,10,336,0,0,13,10,153.3,0,0,32,15,62.8,0,0,21,0,33,0,34.3,0,64,296,897,55.85,30.06,41.03,9.88,7.88,85.28,69,0.35,89.7,17.5,30.2,4.08,318.7,153.3,62.8,33,34.3
42746,3,430,30.2,4.08,0,0,0,25,0,318.7,0,0,19,0,153.3,0,0,39,10,62.8,0,0,18,0,33,0,34.3,0,68,331,897,55.69,30.15,41.2,9.91,7.88,85.3,69,0.35,89.7,17.5,30.1,4.1,331.5,152,62.2,33,34.3
42747,1,430,30.1,4.1,0,0,0,19,0,331.5,0,0,15,10,152,0,0,40,0,62.2,0,0,16,0,33,0,34.3,0,48,295,897,55.24,29.99,41.44,9.97,7.91,85.22,69,0.35,89.7,17.5,30.2,4.13,360.7,152,62.2,33,34.5
42747,2,430,30.2,4.13,0,0,0,13,10,360.7,0,0,19,10,152,0,0,32,15,62.2,0,0,14,0,33,0,34.5,0,53,266,897,55.94,29.99,41.21,9.91,7.9,85.23,69,0.35,89.7,17.5,30.3,4.11,339,152,62.2,33,34.5
42747,3,430,30.3,4.11,0,0,0,15,10,339,0,0,25,0,152,0,0,40,10,62.2,0,0,11,10,33,0,34.5,0,20,116,897,55.44,30.11,41.35,9.95,7.88,85.33,69,0.34,89.7,17.51,30.2,4.07,339,151.5,62.4,33,34.5
42748,1,430,30.2,4.07,0,0,0,20,10,339,0,0,20,7,151.5,0,0,40,0,62.4,0,0,19,0,33,0,34.5,0,4,1,897,55.23,30.04,40.64,9.77,7.69,85.24,69,0.37,89.7,79.42,30.3,4.11,335.8,151.5,62.4,33,34.2
42748,2,430,30.3,4.11,0,0,0,23,10,335.8,0,0,21,0,151.5,0,0,32,15,62.4,0,0,16,0,33,0,34.2,0,56,357,897,55.61,30.26,41.47,9.98,7.86,85.19,69,0.37,89.7,17.52,30.3,4.13,330.3,151.5,62.4,33,34.2
42748,3,430,30.3,4.13,0,0,0,25,0,330.3,0,0,20,0,151.5,0,0,40,0,62.4,0,0,14,0,33,0,34.2,0,76,348,897,55.68,30.14,41.15,9.9,7.83,85.27,69,0.39,89.7,17.5,30.1,4.19,346.5,149.9,61.9,32,34.2
42751,1,430,30.1,4.19,0,0,4,20,0,346.5,2,1.8,14,0,149.9,0,0,36,0,61.9,0,0,13,0,32,0,34.2,0,72,334,897,55.62,30.29,41.17,9.9,7.85,85.21,69,0.37,89.7,17.51,30.3,4.18,350.7,149.9,61.9,32,34.6
42751,2,430,30.3,4.18,0,0,4,19,10,350.7,0,0,12,10,149.9,0,0,34,0,61.9,0,0,12,5,32,0,34.6,0,56,367,897,55.88,30.21,41.49,9.98,7.92,85.17,69,0.37,89.7,17.52,30.2,4,350.4,149.9,61.9,32,34.6
42751,3,430,30.2,4,0,0,0,23,0,350.4,0,0,17,10,149.9,0,0,26,22,61.9,0,0,12,0,32,0,34.6,0,47,242,897,55.61,30.25,41.27,9.93,7.87,85.26,69,0.38,89.7,17.5,30.3,4.02,351.4,154.6,63.1,32,34.6
42752,1,430,30.3,4.02,0,0,0,16,10,351.4,0.5,0,22,0,154.6,0,0,40,0,63.1,0,0,12,0,32,0,34.6,0,47,230,897,55.81,30.17,41.22,9.91,7.87,85.09,69,0.36,89.7,17.53,30.3,4.07,363.7,154.6,63.1,32,34.6
42752,2,430,30.3,4.07,0,0,0,20,0,363.7,1.5,0,17,0,154.6,0,0,31,20,63.1,0,0,10,10,32,0,34.6,0,63,320,897,55.62,30.19,41.29,9.93,7.9,85.02,69,0.37,89.7,17.52,30.3,4,335.7,154.6,63.1,32,34.6
42752,3,430,30.3,4,0,0,0,13,10,335.7,0,0,13,10,154.6,0,0,42,0,63.1,0,0,17,0,32,0,34.6,0,74,320,897,55.44,30.3,41.05,9.87,7.85,85.19,69,0.38,89.7,17.51,30.3,4.04,330.5,154.1,62.3,32,34.6
42753,1,430,30.3,4.04,0,0,0,18,0,330.5,0,0,20,0,154.1,0,0,38,0,62.3,0,0,16,0,32,0,34.6,0,58,324,897,55.86,30.31,41.33,9.94,7.92,84.96,69,0.36,89.7,17.52,30.4,4.18,327,154.1,62.3,32,34.5
42753,2,430,30.4,4.18,0,0,4,23,0,327,0,0,17,10,154.1,0,0,32,20,62.3,0,0,14,0,32,0,34.5,0,82,315,897,55.82,30.29,40.95,9.85,7.87,84.98,69,0.37,89.7,17.53,30.3,3.99,333.6,154.1,62.3,32,34.5
42753,3,430,30.3,3.99,0,0,0,16,10,333.6,0,0,23,0,154.1,0,0,44,0,62.3,0,0,12,14,32,0,34.5,0,76,320,897,55.71,30.3,41.07,9.88,7.87,85.14,69,0.38,89.7,17.51,30.3,4,329.8,156.5,61.8,32,34.5
42754,1,430,30.3,4,0,0,0,19,10,329.8,0,1.2,18,0,156.5,0,0,36,0,61.8,0,0,23,0,32,0,34.5,0,60,351,897,55.97,30.26,41.4,9.96,7.92,85.2,69,0.38,89.7,17.51,30.4,4.06,342.7,156.5,61.8,32,34.6
42754,2,430,30.4,4.06,0,0,0,23,0,342.7,0,0,13,10,156.5,0,0,28,20,61.8,0,0,20,0,32,0,34.6,0,55,356,897,55.48,30.24,41.45,9.97,7.92,85.27,69,0.38,89.7,17.51,30.5,4.01,350.6,156.5,61.8,32,34.6
42754,3,430,30.5,4.01,0,0,0,17,10,350.6,0,0,19,7,156.5,0,0,40,0,61.8,0,0,18,0,32,0,34.6,0,40,388,897,55.49,30.34,41.69,10.03,7.95,85.28,69,0.39,89.7,17.5,30.5,3.98,348.9,157,62.8,32,34.6
42755,1,430,30.5,3.98,0,0,0,19,10,348.9,0,0,20,0,157,0,0,32,15,62.8,0,0,16,0,32,0,34.6,0,56,336,897,55.8,30.23,41.41,9.96,7.94,85.13,69,0.38,89.7,17.51,30.4,4.07,348.4,157,62.8,32,34.9
42755,2,430,30.4,4.07,0,0,0,23,0,348.4,0,0,15,10,157,0,0,38,10,62.8,0,0,14,0,32,0,34.9,0,98,275,897,55.46,30.3,40.56,9.76,7.81,85.14,69,0.38,89.7,17.51,30.5,4,347.7,157,62.8,32,34.9
42755,3,430,30.5,4,0,0,0,16,10,347.7,0,0,20,1,157,0,0,40,0,62.8,0,0,12,12,32,0,34.9,0,32,157,897,55.61,30.58,41.24,9.92,7.9,85.26,69,0.38,89.7,17.51,30.5,4.03,345.2,159.8,62.8,32,34.2
42756,2,430,30.5,4.03,0,0,0,23,0,345.2,0,0,21,0,159.8,0,0,48,0,62.8,0,0,18,0,32,0,34.2,0,43,249,897,56.03,30.87,41.4,9.96,7.86,85.31,69,0.38,89.7,17.52,30.5,3.98,336.6,159.8,62.8,32,34.2
42756,3,430,30.5,3.98,0,0,0,17,10,336.6,0,0,17,0,159.8,0,0,40,10,62.8,0,0,16,0,32,0,34.2,0,48,299,897,55.63,30.79,41.45,9.97,7.88,85.62,69,0.38,89.7,17.5,30.4,4.14,343.1,151.4,61.2,32,34.2
42758,1,430,30.4,4.14,0,0,0,22,0,343.1,0,0.9,13,10,151.4,0,0,42,0,61.2,0,0,14,0,32,0,34.2,0,54,271,897,55.4,30.58,41.2,9.91,7.85,85.62,69,0.38,89.7,17.51,30.5,4.28,360,151.4,61.2,32,34.2
42758,2,430,30.5,4.28,0,0,4,22,0,360,0,0,23,0,151.4,0,0,42,0,61.2,0,0,14,12,32,0,34.2,0,47,248,897,56.03,30.77,41.26,9.93,7.86,85.58,69,0.37,89.7,17.51,30.6,4.14,346.6,151.4,61.2,32,34.2
42758,3,430,30.6,4.14,0,0,0,15,10,346.6,0,0,18,0,151.4,0,0,34,15,61.2,0,0,23,0,32,0,34.2,0,52,318,897,55.63,30.6,41.4,9.96,7.9,85.68,69,0.37,89.7,17.5,30.6,4.13,348.3,156.1,62,32,34.2
42759,1,430,30.6,4.13,0,0,0,19,10,348.3,0,0,13,10,156.1,0,0,40,20,62,0,0,20,0,32,0,34.2,0,36,237,897,55.6,30.38,41.47,9.98,7.91,85.54,69,0.37,89.7,17.5,30.2,4.19,339.2,156.1,62,32,34.4
42759,2,430,30.2,4.19,0,0,4,23,0,339.2,0,0,18,0,156.1,0,0,52,0,62,0,0,18,0,32,0,34.4,0,60,316,897,55.83,30.51,41.28,9.93,7.91,85.47,69,0.38,89.7,17.5,30.2,4.03,338.1,156.1,62,32,34.4
42759,3,430,30.2,4.03,0,0,0,17,10,338.1,0,0,13,10,156.1,0,0,44,10,62,0,0,16,0,32,0,34.4,0,67,356,897,55.59,30.57,41.27,9.93,7.9,85.59,69,0.37,89.7,17.5,30.2,4.01,335.4,156.1,61.9,32,34.4
42760,1,430,30.2,4.01,0,0,0,20,0,335.4,0,0,19,0,156.1,0,0,46,0,61.9,0,0,13,10,32,0,34.4,0,96,328,897,55.8,30.48,40.82,9.82,7.86,85.42,69,0.37,89.7,17.5,30.2,4.12,344.4,156.1,61.9,32,34.4
42760,2,430,30.2,4.12,0,0,0,14,10,344.4,0,0,14,13,156.1,0,0,36,10,61.9,0,0,21,0,32,0,34.4,0,72,368,897,55.91,30.52,41.26,9.92,7.92,85.4,69,0.36,89.7,17.51,30.2,4.07,331.3,156.1,61.9,32,34.4
42760,3,430,30.2,4.07,0,0,0,16,10,331.3,0,0,21,0,156.1,0,0,38,15,61.9,0,0,19,19,32,0,34.4,0,80,350,897,55.28,30.49,41.06,9.88,7.88,85.58,69,0.37,89.7,17.49,30.2,4.04,328.5,158.5,61.1,32,34.4
42761,1,430,30.2,4.04,0,0,0,20,0,328.5,0,1.4,16.5,10,158.5,0,0,45,10,61.1,0,0,16,0,32,0,34.4,0,43,321,897,55.7,30.51,41.57,10,7.96,85.39,69,0.35,89.7,17.52,30.2,4.11,345.5,158.5,61.1,32,34.6
42761,2,430,30.2,4.11,0,0,0,13,10,345.5,0,0,22,0,158.5,0,0,48,0,61.1,0,0,14,12,32,0,34.6,0,52,360,897,56.69,30.5,41.55,9.99,7.99,85.32,69,0.36,89.7,17.51,30.2,4.09,343.8,158.5,61.1,32,34.6
42761,3,430,30.2,4.09,0,0,0,16,10,343.8,0,0,17,10,158.5,0,0,39,10,61.1,0,0,23,0,32,0,34.6,0,24,208,897,55.98,30.53,41.7,10.03,7.98,85.51,69,0.37,89.7,17.51,30.2,4.09,344.2,157.9,60.6,32,34.6
42762,1,430,30.2,4.09,0,0,0,19,0,344.2,0,0,22,0,157.9,0,0,40,0,60.6,0,4.4,20,0,32,0,34.6,0,32,130,897,55.47,30.36,40.97,9.85,7.78,85.62,69,0.36,89.7,25.25,30.2,4.16,334.2,157.9,60.6,32,34.6
42762,2,430,30.2,4.16,0,0,4,12,15,334.2,0,0,17,10,157.9,0,0,32,22,60.6,0,0,18,0,32,0,34.6,0,76,338,897,56.02,30.35,41.14,9.89,7.82,85.84,69,0.36,89.7,17.51,30.2,3.97,334.8,157.9,60.6,32,34.6
42762,3,430,30.2,3.97,0,0,0,20,10,334.8,0,0,22,0,157.9,0,0,42,0,60.6,0,0,16,0,32,0,34.6,0,80,314,897,55.76,30.39,40.97,9.86,7.8,86.13,69,0.36,89.7,17.51,30.2,4.03,336.9,157.4,62.8,31,34.6
42765,1,430,30.2,4.03,0,0,0,24,0,336.9,0,0,20,0,157.4,0,0,38,0,62.8,0,0,15,0,31,35,34.6,0,60,345,897,55.61,30.37,41.38,9.95,7.87,86.29,69,0.37,89.7,17.5,30.1,4.05,331.7,157.4,62.8,31,34.4
42765,2,430,30.1,4.05,0,0,0,21,0,331.7,0,0,17,0,157.4,0,0,34,15,62.8,0,0,14,0,31,0,34.4,0,80,348,897,55.55,30.38,41.08,9.88,7.85,86.61,69,0.37,89.7,17.5,30.1,4.03,333.4,157.4,62.8,31,34.4
42765,3,430,30.1,4.03,0,0,0,14,10,333.4,0,0,12,10,157.4,0,0,41,0,62.8,0,0,11,0,31,0,34.4,0,72,309,897,55.15,30.36,41.07,9.88,7.84,86.76,69,0.38,89.7,17.51,30.1,3.98,335.4,151.5,62,31,34.4
42766,1,430,30.1,3.98,0,0,0,18,10,335.4,0,0,18,0,151.5,0,0,32,15,62,0,0,9,15,31,0,34.4,0,52,350,897,55.78,30.37,41.53,9.99,7.94,86.59,69,0.36,89.7,17.52,30.1,4.01,336.3,151.5,62,31,34.7
42766,2,430,30.1,4.01,0,0,0,21,5,336.3,0,0,13,10,151.5,0,0,40,0,62,0,0,22,0,31,0,34.7,0,68,346,897,55.92,30.38,41.26,9.92,7.92,86.51,69,0.36,89.7,17.53,30.2,3.99,328.4,151.5,62,31,34.7
42766,3,430,30.2,3.99,0,0,0,19,10,328.4,0,0,18,10,151.5,0,0,30,20,62,0,0,20,0,31,0,34.7,0,44,393,897,55.49,30.38,41.69,10.03,7.95,86.77,69,0.37,89.7,17.51,30.1,3.98,336,155.8,62.3,31,34.7
42767,1,430,30.1,3.98,0,0,0,22,0,336,0,0,24,0,155.8,0,0,42,12,62.3,0,0,17,10,31,0,34.7,0,68,318,897,55.71,30.37,41.16,9.9,7.9,86.69,69,0.37,89.7,17.51,30.1,4.05,332.3,155.8,62.3,31,34.4
42767,2,430,30.1,4.05,0,0,0,16,18,332.3,0,0,19,10,155.8,0,0,46,13,62.3,0,0,25,0,31,0,34.4,0,36,298,897,55.33,30.27,41.64,10.02,7.97,86.7,69,0.38,89.7,17.51,30.2,4,333.7,155.8,62.3,31,34.4
42767,3,430,30.2,4,0,0,0,25,0,333.7,0,0,24,0,155.8,0,0,50,0,62.3,0,0,22,0,31,0,34.4,0,56,254,897,55.41,30.37,41.14,9.9,7.88,86.73,69,0.37,89.7,17.51,30.2,3.95,336.1,158.1,62.2,31,34.4
42768,1,430,30.2,3.95,0,0,0,19,0,336.1,0,0,19,0,158.1,0,0,41,0,62.2,0,0,20,0,31,0,34.4,0,48,311,897,55.79,30.48,41.49,9.98,7.96,86.53,69,0.37,89.7,17.52,30.2,4.01,332.9,158.1,62.2,31,34.4
42768,2,430,30.2,4.01,0,0,0,15,17,332.9,0,0,14,10,158.1,0,0,34,10,62.2,0,0,18,0,31,0,34.4,0,40,295,897,55.41,30.43,41.58,10,7.97,86.52,69,0.35,89.7,17.54,30.2,4.01,335.6,158.1,62.2,31,34.4
42768,3,430,30.2,4.01,0,0,0,24,0,335.6,0,0,20,0,158.1,0,0,35,10,62.2,0,0,15,0,31,0,34.4,0,28,158,897,56.07,30.32,41.4,9.96,7.93,86.71,69,0.36,89.7,22.26,30.2,3.97,333.6,155.3,61.3,31,34.4
42769,1,430,30.2,3.97,0,0,0,16,10,333.6,0,0,15,10,155.3,0,0,36,10,61.3,0,0,13,12,31,0,34.4,0,0,16,897,56.52,31.25,42.45,10.2,7.99,87.17,69,0.33,89.7,17.53,30.2,4.02,340.1,155.3,61.3,31,34.9
42769,2,430,30.2,4.02,0,0,0,19,10,340.1,0,0,20,0,155.3,0,0,39,15,61.3,0,0,23,0,31,0,34.9,0,32,190,897,55.79,30.41,41.43,9.96,7.89,87.42,69,0.37,89.7,17.51,30.2,3.9,329.1,155.3,61.3,31,34.9
42769,3,430,30.2,3.9,0,0,0,23,6,329.1,0,0,15,10,155.3,0,0,46,0,61.3,0,0,20,0,31,0,34.9,0,72,299,897,55.85,30.34,41.06,9.88,7.85,87.51,69,0.37,89.7,17.5,29.9,4.07,335.3,151.1,60.8,32,34.9
42772,1,430,29.9,4.07,0,0,0,24,0,335.3,0,0,22.5,0,151.1,0,0,42,0,60.8,0,3.9,19,0,32,0,34.9,0,76,331,897,55.72,30.33,41.11,9.89,7.84,87.4,69,0.37,89.7,18.62,30.2,4.14,331.4,151.1,60.8,32,34.6
42772,2,430,30.2,4.14,0,0,0,23,0,331.4,0,0,21,0,151.1,0,0,40,10,60.8,0,0,18,0,32,0,34.6,0,67,334,897,55.4,30.37,41.23,9.92,7.87,87.64,69,0.38,89.7,17.5,30.2,4.08,336.6,151.1,60.8,32,34.6
42772,3,430,30.2,4.08,0,0,0,17,10,336.6,0,0,17,10,151.1,0,0,42,0,60.8,0,0,16,0,32,0,34.6,0,58,321,897,55.59,30.26,41.29,9.93,7.88,87.72,69,0.38,89.7,17.5,30.2,4.09,332.8,152.8,62.5,32,34.6
42773,1,430,30.2,4.09,0,0,0,19,10,332.8,0,0,22,0,152.8,0,0,34,10,62.5,0,0,14,0,32,0,34.6,0,60,258,897,55.76,30.41,41.11,9.89,7.87,87.6,69,0.38,89.7,17.51,29.8,4.12,326.4,152.8,62.5,32,35.8
